id_incidente,fecha,tipo_incidente,latitud,longitud,comuna,gravedad
357,2025-02-06,hurto,-33.422264,-70.607,Comuna Piloto,baja
358,2025-08-03,lesiones,-33.448234,-70.650207,Comuna Piloto,baja
359,2025-01-22,vandalismo,-33.450939,-70.6357,Comuna Piloto,baja
360,2025-06-29,hurto,-33.447025,-70.613283,Comuna Piloto,baja
361,2025-07-22,robo_con_violencia,-33.446343,-70.600117,Comuna Piloto,baja
362,2025-08-02,hurto,-33.456544,-70.638648,Comuna Piloto,baja
363,2025-02-23,vandalismo,-33.486825,-70.611022,Comuna Piloto,baja
364,2025-08-03,robo_vehiculo,-33.487434,-70.609139,Comuna Piloto,baja
365,2025-01-28,vandalismo,-33.404775,-70.620855,Comuna Piloto,
366,2025-05-05,hurto,-33.451797,-70.653907,Comuna Piloto,baja
367,2025-04-23,lesiones,-33.404679,-70.691885,Comuna Piloto,alta
368,2025-03-17,robo_vehiculo,-33.483642,-70.698419,Comuna Piloto,baja
369,2025-01-06,vandalismo,-33.444558,-70.65228,Comuna Piloto,baja
370,2025-07-05,robo_con_violencia,-33.479228,-70.650569,Comuna Piloto,media
371,2025-03-22,robo_vehiculo,-33.474682,-70.659264,Comuna Piloto,baja
372,2025-06-08,hurto,-33.496995,-70.643183,Comuna Piloto,baja
373,2025-04-09,hurto,-33.488105,-70.644784,Comuna Piloto,media
374,2025-03-31,hurto,-33.408315,-70.616339,Comuna Piloto,baja
375,2025-08-01,robo_con_violencia,-33.467847,-70.689134,Comuna Piloto,baja
376,2025-01-23,robo_vehiculo,-33.439187,-70.677482,Comuna Piloto,media
377,2025-06-26,robo_con_violencia,-33.453499,-70.6207,Comuna Piloto,baja
378,2025-06-29,hurto,-33.459955,-70.615216,Comuna Piloto,media
379,2025-04-02,robo_vehiculo,-33.446811,-70.600518,Comuna Piloto,baja
380,2025-03-04,hurto,-33.481276,-70.612709,Comuna Piloto,alta
381,2025-01-02,hurto,-33.40114,-70.61101,Comuna Piloto,media
382,2025-08-13,lesiones,-33.418169,-70.668565,Comuna Piloto,alta
383,2025-08-16,hurto,-33.425839,-70.659834,Comuna Piloto,media
384,2025-02-27,lesiones,-33.453124,-70.673191,Comuna Piloto,baja
385,2025-01-08,hurto,-33.484712,-70.63937,Comuna Piloto,media
386,2025-01-30,lesiones,-33.407933,-70.606119,Comuna Piloto,baja
387,2025-01-17,lesiones,-33.465861,-70.665536,Comuna Piloto,media
388,2025-07-19,robo_vehiculo,-33.494989,-70.6443,Comuna Piloto,media
389,2025-08-03,robo_vehiculo,-33.46576,-70.67037,Comuna Piloto,baja
390,2025-02-06,lesiones,-33.420554,-70.68302,Comuna Piloto,alta
391,2025-06-29,robo_vehiculo,-33.437729,-70.680481,Comuna Piloto,baja
392,2025-02-13,hurto,-33.424916,-70.694205,Comuna Piloto,media
393,2025-03-30,robo_con_violencia,-33.420636,-70.605071,Comuna Piloto,media
394,2025-05-24,hurto,-33.478805,-70.659712,Comuna Piloto,baja
395,2025-06-22,hurto,-33.407622,-70.616588,Comuna Piloto,media
396,2025-07-29,lesiones,-33.456201,-70.631867,Comuna Piloto,media
397,2025-01-11,hurto,-33.436099,-70.680808,Comuna Piloto,baja
398,2025-02-17,robo_vehiculo,-33.499769,-70.682454,Comuna Piloto,media
399,2025-03-09,vandalismo,-33.400663,-70.618801,Comuna Piloto,baja
400,2025-03-16,hurto,-33.47191,-70.673529,Comuna Piloto,media
401,2025-08-28,vandalismo,-33.493794,-70.608671,Comuna Piloto,baja
402,2025-07-06,lesiones,-33.454174,-70.685994,Comuna Piloto,alta
403,2025-03-18,hurto,-33.487097,-70.632229,Comuna Piloto,alta
404,2025-08-22,vandalismo,-33.484767,-70.618553,Comuna Piloto,baja
405,2025-04-30,robo_con_violencia,-33.436772,-70.676474,Comuna Piloto,baja
406,2025-05-01,vandalismo,-33.460707,-70.672379,Comuna Piloto,media
407,2025-04-15,vandalismo,-33.407815,-70.603548,Comuna Piloto,media
408,2025-02-04,hurto,-33.468084,-70.67354,Comuna Piloto,baja
409,2025-08-13,lesiones,-33.427382,-70.657004,Comuna Piloto,baja
410,2025-01-04,hurto,-33.45389,-70.656748,Comuna Piloto,baja
411,2025-02-11,robo_vehiculo,-33.434005,-70.674697,Comuna Piloto,alta
412,2025-02-25,lesiones,-33.44003,-70.622421,Comuna Piloto,baja
413,2025-03-09,robo_vehiculo,-33.452722,-70.622815,Comuna Piloto,alta
414,2025-02-01,robo_vehiculo,-33.404994,-70.662168,Comuna Piloto,baja
415,2025-01-05,hurto,-33.465729,-70.616487,Comuna Piloto,
416,2025-06-12,vandalismo,-33.482276,-70.678693,Comuna Piloto,baja
417,2025-08-21,robo_vehiculo,-33.432191,-70.699569,Comuna Piloto,baja
418,2025-01-30,hurto,-33.415399,-70.642883,Comuna Piloto,alta
419,2025-03-13,robo_con_violencia,-33.495975,-70.600592,Comuna Piloto,alta
420,2025-05-02,robo_con_violencia,-33.455037,-70.696136,Comuna Piloto,baja
421,2025-08-11,robo_con_violencia,-33.410751,-70.6792,Comuna Piloto,baja
422,2025-06-16,robo_con_violencia,-33.425038,-70.648109,Comuna Piloto,baja
423,2025-07-03,vandalismo,-33.400819,-70.619006,Comuna Piloto,baja
424,2025-05-20,vandalismo,-33.446859,-70.691096,Comuna Piloto,baja
425,2025-04-11,vandalismo,-33.434,-70.660477,Comuna Piloto,alta
426,2025-02-17,robo_con_violencia,-33.469752,-70.625292,Comuna Piloto,baja
427,2025-07-27,robo_con_violencia,-33.405246,-70.662846,Comuna Piloto,media
428,2025-07-12,robo_vehiculo,-33.463366,-70.681116,Comuna Piloto,baja
429,2025-01-07,hurto,-33.426149,-70.68045,Comuna Piloto,baja
430,2025-06-21,robo_vehiculo,-33.459686,-70.658995,Comuna Piloto,media
431,2025-01-21,hurto,-33.443818,-70.652058,Comuna Piloto,baja
432,2025-06-27,robo_con_violencia,-33.428022,-70.613819,Comuna Piloto,media
433,2025-07-18,lesiones,-33.449107,-70.635775,Comuna Piloto,baja
434,2025-02-01,robo_vehiculo,-33.409291,-70.63096,Comuna Piloto,alta
435,2025-04-15,robo_con_violencia,-33.45807,-70.601701,Comuna Piloto,media
436,2025-01-30,lesiones,-33.435293,-70.658816,Comuna Piloto,alta
437,2025-05-17,vandalismo,-33.465764,-70.659665,Comuna Piloto,baja
438,2025-08-11,robo_con_violencia,-33.459184,-70.607665,Comuna Piloto,baja
439,2025-01-20,hurto,-33.455995,-70.675412,Comuna Piloto,baja
440,2025-04-06,vandalismo,-33.487419,-70.627018,Comuna Piloto,media
441,2025-08-22,lesiones,-33.490828,-70.624543,Comuna Piloto,baja
442,2025-03-14,vandalismo,-33.433251,-70.690221,Comuna Piloto,baja
443,2025-02-01,hurto,-33.434448,-70.653177,Comuna Piloto,baja
444,2025-04-28,robo_vehiculo,-33.433709,-70.679944,Comuna Piloto,baja
445,2025-05-03,lesiones,-33.498023,-70.681462,Comuna Piloto,baja
446,2025-06-09,robo_con_violencia,-33.467345,-70.653617,Comuna Piloto,baja
447,2025-03-17,robo_vehiculo,-33.480219,-70.671057,Comuna Piloto,baja
448,2025-08-18,lesiones,-33.422185,-70.620394,Comuna Piloto,media
449,2025-05-06,lesiones,-33.413937,-70.60924,Comuna Piloto,baja
450,2025-03-10,robo_con_violencia,-33.475332,-70.619728,Comuna Piloto,baja
451,2025-08-19,hurto,-33.433215,-70.673397,Comuna Piloto,media
452,2025-08-10,robo_vehiculo,-33.487064,-70.672587,Comuna Piloto,
453,2025-04-30,hurto,-33.472485,-70.674527,Comuna Piloto,baja
454,2025-01-06,vandalismo,-33.486135,-70.686496,Comuna Piloto,media
455,2025-05-24,robo_con_violencia,-33.471648,-70.60562,Comuna Piloto,alta
456,2025-05-14,vandalismo,-33.432526,-70.659795,Comuna Piloto,media
457,2025-02-05,hurto,-33.408967,-70.677531,Comuna Piloto,alta
458,2025-06-02,lesiones,-33.479748,-70.615333,Comuna Piloto,media
459,2025-07-21,hurto,-33.445792,-70.66008,Comuna Piloto,baja
460,2025-01-26,robo_vehiculo,-33.429861,-70.696488,Comuna Piloto,baja
461,2025-06-23,lesiones,-33.404708,-70.683806,Comuna Piloto,media
462,2025-02-03,lesiones,-33.438994,-70.636075,Comuna Piloto,alta
463,2025-06-29,robo_con_violencia,-33.474489,-70.621709,Comuna Piloto,baja
464,2025-04-11,lesiones,-33.437452,-70.678907,Comuna Piloto,baja
465,2025-01-02,lesiones,-33.467951,-70.60826,Comuna Piloto,media
466,2025-08-20,robo_vehiculo,-33.402387,-70.6149,Comuna Piloto,baja
467,2025-02-09,vandalismo,-33.460032,-70.615162,Comuna Piloto,media
468,2025-05-24,lesiones,-33.431457,-70.677234,Comuna Piloto,media
469,2025-02-13,robo_vehiculo,-33.497677,-70.694946,Comuna Piloto,media
470,2025-08-12,robo_con_violencia,-33.459994,-70.613258,Comuna Piloto,alta
471,2025-06-27,lesiones,-33.412489,-70.66942,Comuna Piloto,media
472,2025-07-13,robo_vehiculo,-33.438977,-70.638108,Comuna Piloto,media
473,2025-04-14,lesiones,-33.455606,-70.624003,Comuna Piloto,media
474,2025-04-23,hurto,-33.406406,-70.687171,Comuna Piloto,
475,2025-06-02,hurto,-33.414602,-70.621916,Comuna Piloto,alta
476,2025-07-08,robo_con_violencia,-33.467778,-70.606149,Comuna Piloto,baja
477,2025-07-23,lesiones,-33.445545,-70.627163,Comuna Piloto,media
478,2025-01-05,robo_con_violencia,-33.451018,-70.655878,Comuna Piloto,baja
479,2025-06-09,hurto,-33.43678,-70.612332,Comuna Piloto,alta
480,2025-01-27,vandalismo,-33.466589,-70.647254,Comuna Piloto,media
481,2025-03-11,vandalismo,-33.475579,-70.625523,Comuna Piloto,baja
482,2025-07-19,vandalismo,-33.408733,-70.617949,Comuna Piloto,baja
483,2025-03-02,vandalismo,-33.407613,-70.625065,Comuna Piloto,baja
484,2025-07-11,hurto,-33.415668,-70.671215,Comuna Piloto,media
485,2025-04-22,robo_vehiculo,-33.40218,-70.688216,Comuna Piloto,baja
486,2025-02-25,vandalismo,-33.425501,-70.676166,Comuna Piloto,baja
487,2025-03-22,vandalismo,-33.423533,-70.649713,Comuna Piloto,alta
488,2025-05-08,vandalismo,-33.423741,-70.649472,Comuna Piloto,media
489,2025-07-03,lesiones,-33.451939,-70.641736,Comuna Piloto,baja
490,2025-05-26,robo_con_violencia,-33.454355,-70.66049,Comuna Piloto,baja
491,2025-08-12,hurto,-33.475977,-70.621311,Comuna Piloto,alta
492,2025-07-28,hurto,-33.435518,-70.608685,Comuna Piloto,media
493,2025-06-30,vandalismo,-33.471068,-70.675327,Comuna Piloto,media
494,2025-05-25,robo_vehiculo,-33.474219,-70.626348,Comuna Piloto,baja
495,2025-03-11,robo_vehiculo,-33.441404,-70.632203,Comuna Piloto,baja
496,2025-04-10,robo_con_violencia,-33.459002,-70.647691,Comuna Piloto,baja
497,2025-01-29,vandalismo,-33.478114,-70.681147,Comuna Piloto,media
498,2025-03-31,lesiones,-33.418394,-70.620477,Comuna Piloto,baja
499,2025-08-11,robo_con_violencia,-33.413943,-70.603937,Comuna Piloto,baja
500,2025-04-13,hurto,-33.48323,-70.627816,Comuna Piloto,media
501,2025-01-28,hurto,-33.499249,-70.608214,Comuna Piloto,alta
502,2025-06-06,hurto,-33.466387,-70.601581,Comuna Piloto,media
503,2025-08-20,vandalismo,-33.420249,-70.664795,Comuna Piloto,baja
504,2025-07-28,robo_con_violencia,-33.416083,-70.636178,Comuna Piloto,baja
505,2025-03-07,robo_vehiculo,-33.486167,-70.652607,Comuna Piloto,baja
506,2025-04-19,robo_con_violencia,-33.422566,-70.601337,Comuna Piloto,baja
507,2025-05-08,robo_vehiculo,-33.48843,-70.690619,Comuna Piloto,media
508,2025-03-01,vandalismo,-33.460994,-70.658763,Comuna Piloto,baja
509,2025-03-06,vandalismo,-33.400139,-70.612446,Comuna Piloto,media
510,2025-02-26,robo_con_violencia,-33.480741,-70.671595,Comuna Piloto,alta
511,2025-08-27,lesiones,-33.484604,-70.621221,Comuna Piloto,alta
512,2025-06-29,robo_vehiculo,-33.45772,-70.661722,Comuna Piloto,baja
513,2025-07-21,robo_con_violencia,-33.438033,-70.602002,Comuna Piloto,baja
514,2025-07-15,robo_vehiculo,-33.40671,-70.611647,Comuna Piloto,baja
515,2025-08-19,robo_con_violencia,-33.401918,-70.669868,Comuna Piloto,baja
516,2025-01-26,hurto,-33.493036,-70.622981,Comuna Piloto,baja
517,2025-07-31,vandalismo,-33.4862,-70.666314,Comuna Piloto,baja
518,2025-01-16,hurto,-33.420926,-70.639364,Comuna Piloto,media
519,2025-04-25,lesiones,-33.472937,-70.634152,Comuna Piloto,baja
520,2025-05-23,hurto,-33.411515,-70.61704,Comuna Piloto,alta
521,2025-03-27,robo_con_violencia,-33.433655,-70.697555,Comuna Piloto,baja
522,2025-02-05,robo_con_violencia,-33.488816,-70.677984,Comuna Piloto,baja
523,2025-02-16,robo_vehiculo,-33.416747,-70.628808,Comuna Piloto,baja
524,2025-07-17,robo_vehiculo,-33.482364,-70.643648,Comuna Piloto,baja
525,2025-03-18,vandalismo,-33.45765,-70.650439,Comuna Piloto,baja
526,2025-03-16,vandalismo,-33.444782,-70.694479,Comuna Piloto,alta
527,2025-08-10,vandalismo,-33.449923,-70.665172,Comuna Piloto,baja
528,2025-02-04,lesiones,-33.431384,-70.61349,Comuna Piloto,baja
529,2025-08-08,hurto,-33.434731,-70.696911,Comuna Piloto,media
530,2025-08-10,lesiones,-33.400796,-70.660356,Comuna Piloto,baja
531,2025-05-24,hurto,-33.400058,-70.605485,Comuna Piloto,media
532,2025-02-09,lesiones,-33.448354,-70.694912,Comuna Piloto,baja
533,2025-02-07,lesiones,-33.49048,-70.625029,Comuna Piloto,media
534,2025-03-10,lesiones,-33.427216,-70.674239,Comuna Piloto,baja
535,2025-05-19,lesiones,-33.402334,-70.613339,Comuna Piloto,baja
536,2025-02-06,robo_con_violencia,-33.468167,-70.625393,Comuna Piloto,media
537,2025-04-20,lesiones,-33.453879,-70.611429,Comuna Piloto,alta
538,2025-01-28,robo_vehiculo,-33.457522,-70.678408,Comuna Piloto,baja
539,2025-05-10,lesiones,-33.494858,-70.646871,Comuna Piloto,media
540,2025-01-06,hurto,-33.432774,-70.622073,Comuna Piloto,baja
541,2025-06-20,vandalismo,-33.464666,-70.67543,Comuna Piloto,baja
542,2025-01-14,robo_vehiculo,-33.421254,-70.676925,Comuna Piloto,baja
543,2025-02-16,vandalismo,-33.416788,-70.697282,Comuna Piloto,media
544,2025-02-11,vandalismo,-33.417877,-70.604148,Comuna Piloto,baja
545,2025-07-19,robo_vehiculo,-33.458333,-70.628998,Comuna Piloto,media
546,2025-01-13,hurto,-33.467845,-70.636444,Comuna Piloto,baja
547,2025-04-14,hurto,-33.425118,-70.625601,Comuna Piloto,alta
548,2025-05-22,lesiones,-33.419861,-70.646839,Comuna Piloto,media
549,2025-05-04,lesiones,-33.450874,-70.652387,Comuna Piloto,baja
550,2025-06-13,vandalismo,-33.410697,-70.655047,Comuna Piloto,baja
551,2025-07-12,robo_vehiculo,-33.485609,-70.635956,Comuna Piloto,baja
552,2025-04-05,hurto,-33.412093,-70.679847,Comuna Piloto,alta
553,2025-07-18,hurto,-33.49039,-70.611194,Comuna Piloto,baja
554,2025-03-18,vandalismo,-33.484647,-70.618825,Comuna Piloto,media
555,2025-08-25,robo_vehiculo,-33.446616,-70.665044,Comuna Piloto,baja
556,2025-05-02,hurto,-33.493248,-70.642139,Comuna Piloto,media
557,2025-06-26,robo_con_violencia,-33.494719,-70.685897,Comuna Piloto,baja
558,2025-07-30,vandalismo,-33.499948,-70.602765,Comuna Piloto,media
559,2025-07-10,robo_vehiculo,-33.456368,-70.609711,Comuna Piloto,alta
560,2025-07-24,robo_vehiculo,-33.422538,-70.60781,Comuna Piloto,baja
561,2025-05-09,hurto,-33.496516,-70.666784,Comuna Piloto,media
562,2025-01-11,hurto,-33.434774,-70.683087,Comuna Piloto,baja
563,2025-04-29,vandalismo,-33.417687,-70.678823,Comuna Piloto,baja
564,2025-02-13,hurto,-33.4832,-70.691,Comuna Piloto,alta
565,2025-08-02,hurto,-33.485314,-70.687989,Comuna Piloto,media
566,2025-02-26,robo_con_violencia,-33.41392,-70.69287,Comuna Piloto,media
567,2025-02-24,robo_con_violencia,-33.417688,-70.601018,Comuna Piloto,baja
568,2025-03-01,robo_vehiculo,-33.446106,-70.692594,Comuna Piloto,baja
569,2025-06-04,vandalismo,-33.41808,-70.686746,Comuna Piloto,baja
570,2025-05-18,vandalismo,-33.490724,-70.617275,Comuna Piloto,media
571,2025-08-16,lesiones,-33.460552,-70.641976,Comuna Piloto,baja
572,2025-04-10,lesiones,-33.42622,-70.622558,Comuna Piloto,baja
573,2025-03-09,robo_vehiculo,-33.474255,-70.636909,Comuna Piloto,baja
574,2025-01-12,robo_con_violencia,-33.424767,-70.611782,Comuna Piloto,baja
575,2025-01-02,robo_con_violencia,-33.449582,-70.636153,Comuna Piloto,baja
576,2025-03-31,robo_vehiculo,-33.424973,-70.647787,Comuna Piloto,baja
577,2025-08-11,robo_vehiculo,-33.453532,-70.628725,Comuna Piloto,alta
578,2025-05-06,robo_con_violencia,-33.46321,-70.655261,Comuna Piloto,media
579,2025-08-03,robo_vehiculo,-33.478081,-70.665394,Comuna Piloto,baja
580,2025-01-25,robo_con_violencia,-33.479162,-70.653235,Comuna Piloto,media
581,2025-01-23,lesiones,-33.424851,-70.683029,Comuna Piloto,media
582,2025-07-20,vandalismo,-33.488109,-70.620343,Comuna Piloto,baja
583,2025-01-26,lesiones,-33.491402,-70.67393,Comuna Piloto,baja
584,2025-01-13,hurto,-33.482371,-70.684647,Comuna Piloto,baja
585,2025-04-07,hurto,-33.482465,-70.675365,Comuna Piloto,baja
586,2025-08-10,robo_vehiculo,-33.417689,-70.615793,Comuna Piloto,media
587,2025-06-15,robo_con_violencia,-33.460149,-70.66698,Comuna Piloto,alta
588,2025-01-24,hurto,-33.400961,-70.631395,Comuna Piloto,baja
589,2025-07-20,hurto,-33.486279,-70.614359,Comuna Piloto,media
590,2025-07-22,robo_con_violencia,-33.434646,-70.692226,Comuna Piloto,baja
591,2025-07-12,hurto,-33.455127,-70.623498,Comuna Piloto,media
592,2025-08-05,robo_vehiculo,-33.460708,-70.669233,Comuna Piloto,media
593,2025-02-27,robo_con_violencia,-33.412492,-70.678338,Comuna Piloto,baja
594,2025-08-24,lesiones,-33.40244,-70.63111,Comuna Piloto,baja
595,2025-03-18,hurto,-33.412714,-70.60902,Comuna Piloto,media
596,2025-07-12,lesiones,-33.48077,-70.670498,Comuna Piloto,alta
597,2025-05-20,lesiones,-33.47792,-70.643117,Comuna Piloto,baja
598,2025-07-07,vandalismo,-33.434393,-70.671017,Comuna Piloto,baja
599,2025-05-31,vandalismo,-33.471092,-70.644571,Comuna Piloto,baja
600,2025-06-04,lesiones,-33.426527,-70.637814,Comuna Piloto,media
111,2025-03-08,lesiones,-33.40053,-70.660752,Comuna Piloto,baja
420,2025-05-02,robo_con_violencia,-33.455037,-70.696136,Comuna Piloto,baja
566,2025-02-26,robo_con_violencia,-33.41392,-70.69287,Comuna Piloto,media
